"year","type_of_violence","conflict_name","side_a","side_b","source_date","country","event_clarity","deaths_civilians","date_start","date_end"
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-15","Israel",1,0,2024-01-15,2024-01-15
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-16","Israel",1,0,2024-01-16,2024-01-16
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-16","Israel",1,0,2024-01-16,2024-01-16
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-16","Israel",1,0,2024-01-15,2024-01-15
2024,1,"Pakistan: Government","Government of Pakistan","HGB","2024-01-15","Pakistan",1,0,2024-01-15,2024-01-15
2024,1,"Pakistan: Government","Government of Pakistan","HGB","2024-01-18;2024-01-18","Pakistan",1,1,2024-01-18,2024-01-18
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-16","Israel",1,3,2024-01-16,2024-01-16
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-16","Israel",1,2,2024-01-16,2024-01-16
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-16","Israel",1,4,2024-01-16,2024-01-16
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-18","Israel",1,0,2024-01-18,2024-01-18
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-17","Israel",1,0,2024-01-17,2024-01-17
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-18","Israel",1,2,2024-01-18,2024-01-18
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-19","Israel",1,0,2024-01-19,2024-01-19
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-19","Israel",1,0,2024-01-19,2024-01-19
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-19","Israel",1,0,2024-01-19,2024-01-19
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-20","Israel",1,0,2024-01-20,2024-01-20
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-20","Israel",1,0,2024-01-20,2024-01-20
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-20","Israel",1,0,2024-01-20,2024-01-20
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-20","Israel",1,0,2024-01-20,2024-01-20
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-21","Israel",1,1,2024-01-21,2024-01-21
2024,1,"Israel: Palestine","Government of Israel","Hamas","2024-01-21","Israel",1,0,2024-01-21,2024-01-21
